CO_CURSO;SIGLA_IES;CO_IES;CO_GRUPO;NOME_CURSO;CO_MUNIC_CURSO;NOME_MUNIC_CURSO;CO_UF_CURSO
1408509;FIP GUANAMBI;22104;12;Medicina;2911709;GUANAMBI;29
1408787;UNISA;375;5710;Engenharia Civil;3550308;SAO PAULO;35
1408888;ESSA;4858;36;Fisioterapia;2601201;ARCOVERDE;26
1409136;BRASÍLIA;4166;21;Arquitetura e Urbanismo;3170107;UBERABA;31
1409835;UNIBRASIL;3602;5;Medicina Veterinária;4106902;CURITIBA;41
1410326;São Lucas PVH;1414;19;Farmácia;1100205;PORTO VELHO;11
1410331;FMU;374;92;Tecnologia em Gestão Ambiental;3550308;SAO PAULO;35
1410341;UNIS-MG;3368;95;Tecnologia em Estética e Cosmética;3170701;VARGINHA;31
1410356;FMU;374;91;Tecnologia em Gestão Hospitalar;3550308;SAO PAULO;35
1411114;;22736;36;Fisioterapia;4208203;ITAJAI;42
1411118;;22736;5;Medicina Veterinária;4208203;ITAJAI;42
1411304;UNIGRAN;673;6208;Engenharia de Produção;5003702;DOURADOS;50
1411788;Una;22758;36;Fisioterapia;3131703;ITABIRA;31
1411792;Una;22758;5;Medicina Veterinária;3131703;ITABIRA;31
1411907;;22736;21;Arquitetura e Urbanismo;4208203;ITAJAI;42
1411908;;22736;23;Enfermagem;4208203;ITAJAI;42
1412564;Anclivepa SP;22605;5;Medicina Veterinária;3550308;SAO PAULO;35
1413344;CLARETIANOBV;22628;55;Biomedicina;1400100;BOA VISTA;14
1413504;;1952;95;Tecnologia em Estética e Cosmética;5101803;BARRA DO GARCAS;51
1413826;CEFET/RJ;593;6208;Engenharia de Produção;3304557;RIO DE JANEIRO;33
1415081;UNEC;3966;5;Medicina Veterinária;3113404;CARATINGA;31
1415394;FEEVALE;23;5806;Engenharia Elétrica;4313409;NOVO HAMBURGO;43
1415489;IFSEMG;3279;92;Tecnologia em Gestão Ambiental;3108008;BOM SUCESSO;31
1416795;CESVASF;674;19;Farmácia;2601607;BELEM DE SAO FRANCISCO;26
1417101;PUC-CAMPINAS;19;5814;Engenharia de Controle e Automação;3509502;CAMPINAS;35
1418880;;1351;5710;Engenharia Civil;4209102;JOINVILLE;42
1418928;;1351;5902;Engenharia Mecânica;4209102;JOINVILLE;42
1419548;UNI-FACEF;60;23;Enfermagem;3516200;FRANCA;35
1419549;UNIPROJEÇÃO;1538;21;Arquitetura e Urbanismo;5300108;BRASILIA;53
1419558;IFMG;3189;5;Medicina Veterinária;3105103;BAMBUI;31
1419565;UTFPR;588;6307;Engenharia Ambiental;4106902;CURITIBA;41
1419566;IFMA;600;17;Agronomia;2111607;SAO RAIMUNDO DAS MANGABEIRAS;21
1419582;USU;240;5;Medicina Veterinária;3304557;RIO DE JANEIRO;33
1419646;UNIPROJEÇÃO;1538;28;Nutrição;5300108;BRASILIA;53
1419647;UNIDERP;671;17;Agronomia;5002704;CAMPO GRANDE;50
1419672;IFMG;3189;6307;Engenharia Ambiental;3127701;GOVERNADOR VALADARES;31
1419674;UNIDERP;671;36;Fisioterapia;5002704;CAMPO GRANDE;50
1419716;UNINORTE;1422;36;Fisioterapia;1302603;MANAUS;13
1419746;UNIGRANRIO;472;55;Biomedicina;3304557;RIO DE JANEIRO;33
1419754;IF Catarinense;5036;5806;Engenharia Elétrica;4202404;BLUMENAU;42
1419755;IF Catarinense;5036;17;Agronomia;4201307;ARAQUARI;42
1419794;;926;19;Farmácia;5002704;CAMPO GRANDE;50
1419802;IFMS;15520;17;Agronomia;5005707;NAVIRAI;50
1419823;UNESA;163;28;Nutrição;3304557;RIO DE JANEIRO;33
1419829;UNESA;163;28;Nutrição;3304557;RIO DE JANEIRO;33
1419838;ESTÁCIO BH;1509;55;Biomedicina;3106200;BELO HORIZONTE;31
1419844;ESTÁCIO AMAZÔNIA;1702;5806;Engenharia Elétrica;1400100;BOA VISTA;14
1419850;IFMS;15520;5710;Engenharia Civil;5001102;AQUIDAUANA;50
1419851;IFMS;15520;5814;Engenharia de Controle e Automação;5008305;TRES LAGOAS;50
1419854;Estácio Ceará;1107;19;Farmácia;2304400;FORTALEZA;23
1419857;IFFarroupilha;4098;90;Tecnologia em Agronegócios;4317509;SANTO ANGELO;43
1419873;IFFarroupilha;4098;17;Agronomia;4317806;SANTO AUGUSTO;43
1419874;UNESA;163;55;Biomedicina;3303302;NITEROI;33
1419879;UNESA;163;55;Biomedicina;3304557;RIO DE JANEIRO;33
1419883;IFFarroupilha;4098;5;Medicina Veterinária;4308508;FREDERICO WESTPHALEN;43
1419887;Estácio Ceará;1107;55;Biomedicina;2304400;FORTALEZA;23
1419893;Estácio Ceará;1107;5902;Engenharia Mecânica;2304400;FORTALEZA;23
1419932;IFAP;15522;17;Agronomia;1600535;PORTO GRANDE;16
1419967;IFBAIANO;14509;17;Agronomia;2931350;TEIXEIRA DE FREITAS;29
1419968;IFBAIANO;14509;6002;Engenharia de Alimentos;2932705;URUCUCA;29
1420000;IF Goiano;1303;17;Agronomia;5218300;POSSE;52
1420001;UniFAJ;1490;5806;Engenharia Elétrica;3524709;JAGUARIUNA;35
1420027;UNILASALLE/RJ;1736;21;Arquitetura e Urbanismo;3303302;NITEROI;33
1420100;Unopar;298;17;Agronomia;4113700;LONDRINA;41
1420109;USJT;203;21;Arquitetura e Urbanismo;3550308;SAO PAULO;35
1420117;USJT;203;21;Arquitetura e Urbanismo;3550308;SAO PAULO;35
1420118;USJT;203;5710;Engenharia Civil;3550308;SAO PAULO;35
1420121;IFSC;3162;5710;Engenharia Civil;4204608;CRICIUMA;42
1420127;USJT;203;6208;Engenharia de Produção;3550308;SAO PAULO;35
1420129;IFMS;15520;21;Arquitetura e Urbanismo;5005004;JARDIM;50
1420132;USJT;203;5806;Engenharia Elétrica;3550308;SAO PAULO;35
1420139;USJT;203;5710;Engenharia Civil;3550308;SAO PAULO;35
1420141;USJT;203;6411;Engenharia de Computação I;3550308;SAO PAULO;35
1420145;USJT;203;6208;Engenharia de Produção;3550308;SAO PAULO;35
1420155;USJT;203;5902;Engenharia Mecânica;3550308;SAO PAULO;35
1420157;USJT;203;6008;Engenharia Química;3550308;SAO PAULO;35
1420197;USJT;203;5710;Engenharia Civil;3550308;SAO PAULO;35
1420200;USJT;203;6208;Engenharia de Produção;3550308;SAO PAULO;35
1420201;USJT;203;5806;Engenharia Elétrica;3550308;SAO PAULO;35
1420208;USJT;203;5;Medicina Veterinária;3550308;SAO PAULO;35
1420235;UNESA;163;28;Nutrição;3304557;RIO DE JANEIRO;33
1420238;UTFPR;588;5806;Engenharia Elétrica;4119905;PONTA GROSSA;41
1420248;UNASP;1365;21;Arquitetura e Urbanismo;3550308;SAO PAULO;35
1420280;IFCE;1807;5710;Engenharia Civil;2311306;QUIXADA;23
1420316;UniFAJ;1490;17;Agronomia;3524709;JAGUARIUNA;35
1420319;UniFAJ;1490;5710;Engenharia Civil;3524709;JAGUARIUNA;35
1420325;UniFAJ;1490;5902;Engenharia Mecânica;3524709;JAGUARIUNA;35
1420340;UniFAJ;1490;6410;Tecnologia em Segurança no Trabalho;3524709;JAGUARIUNA;35
1420349;UNICESUMAR;1196;5710;Engenharia Civil;4115200;MARINGA;41
1420350;UNICESUMAR;1196;5806;Engenharia Elétrica;4115200;MARINGA;41
1420351;UNICESUMAR;1196;5902;Engenharia Mecânica;4115200;MARINGA;41
1420357;;918;55;Biomedicina;4104808;CASCAVEL;41
1420359;;918;36;Fisioterapia;4104808;CASCAVEL;41
1420360;;918;5;Medicina Veterinária;4104808;CASCAVEL;41
1420361;;918;28;Nutrição;4104808;CASCAVEL;41
1420386;Estácio Ceará;1107;95;Tecnologia em Estética e Cosmética;2304400;FORTALEZA;23
1420425;UNIT;398;6008;Engenharia Química;2800308;ARACAJU;28
1420439;UNIT;398;5902;Engenharia Mecânica;2800308;ARACAJU;28
1420450;UNIANDRADE;1232;92;Tecnologia em Gestão Ambiental;4106902;CURITIBA;41
1420455;UNIANDRADE;1232;91;Tecnologia em Gestão Hospitalar;4106902;CURITIBA;41
1420574;IFSP;1810;5902;Engenharia Mecânica;3549904;SAO JOSE DOS CAMPOS;35
1420587;IFSP;1810;6002;Engenharia de Alimentos;3529302;MATAO;35
1421100;UNIFIMES;4396;12;Medicina;5221403;TRINDADE;52
1421237;IFPR;14724;5814;Engenharia de Controle e Automação;4111803;JACAREZINHO;41
1421449;PUC GOIÁS;527;17;Agronomia;5208707;GOIANIA;52
1421451;PUC GOIÁS;527;5;Medicina Veterinária;5208707;GOIANIA;52
1421452;IF Goiano;1303;5710;Engenharia Civil;5221403;TRINDADE;52
1421453;IF Goiano;1303;5806;Engenharia Elétrica;5221403;TRINDADE;52
1421673;Univeritas UNG;481;19;Farmácia;3518800;GUARULHOS;35
1421943;UNAMA;383;21;Arquitetura e Urbanismo;1501402;BELEM;15
1422033;UNAMA;383;55;Biomedicina;1501402;BELEM;15
1422057;UNAMA;383;6208;Engenharia de Produção;1501402;BELEM;15
1422066;UNAMA;383;95;Tecnologia em Estética e Cosmética;1501402;BELEM;15
1422067;UNAMA;383;19;Farmácia;1501402;BELEM;15
1422069;UNAMA;383;92;Tecnologia em Gestão Ambiental;1501402;BELEM;15
1422073;UNAMA;383;91;Tecnologia em Gestão Hospitalar;1501402;BELEM;15
1422097;UNAMA;383;28;Nutrição;1501402;BELEM;15
1424247;;1666;21;Arquitetura e Urbanismo;3106200;BELO HORIZONTE;31
1424963;UCS;13;55;Biomedicina;4305108;CAXIAS DO SUL;43
1425191;UNINTA;2111;5;Medicina Veterinária;2312908;SOBRAL;23
1425217;IFRO;4785;51;Zootecnia;1100049;CACOAL;11
1425305;UNEMAT;719;51;Zootecnia;5108600;VILA RICA;51
1425313;UNIS-MG;3368;5806;Engenharia Elétrica;3170701;VARGINHA;31
1425391;UB;319;36;Fisioterapia;3550308;SAO PAULO;35
1425409;UNESA;163;28;Nutrição;3304557;RIO DE JANEIRO;33
1427309;UNILESTE;878;5;Medicina Veterinária;3119401;CORONEL FABRICIANO;31
1427315;;267;17;Agronomia;3205309;VITORIA;32
1427338;UNIÍTALO;206;5710;Engenharia Civil;3550308;SAO PAULO;35
1427339;UNIÍTALO;206;5806;Engenharia Elétrica;3550308;SAO PAULO;35
1427340;UNIÍTALO;206;5902;Engenharia Mecânica;3550308;SAO PAULO;35
1427341;UNIÍTALO;206;6208;Engenharia de Produção;3550308;SAO PAULO;35
1427342;UNIÍTALO;206;21;Arquitetura e Urbanismo;3550308;SAO PAULO;35
1427344;UNIÍTALO;206;36;Fisioterapia;3550308;SAO PAULO;35
1427345;UNIÍTALO;206;55;Biomedicina;3550308;SAO PAULO;35
1427346;UNIÍTALO;206;19;Farmácia;3550308;SAO PAULO;35
1427347;UNIÍTALO;206;28;Nutrição;3550308;SAO PAULO;35
1427348;UNIÍTALO;206;5;Medicina Veterinária;3550308;SAO PAULO;35
1427356;UNIDESC;826;28;Nutrição;5212501;LUZIANIA;52
1427408;IFRO;4785;5710;Engenharia Civil;1100205;PORTO VELHO;11
1427409;IFRO;4785;6405;Engenharia Florestal;1100122;JI-PARANA;11
1427412;IFRO;4785;17;Agronomia;1100023;ARIQUEMES;11
1427416;UNIDOM - BOSCO;1487;6208;Engenharia de Produção;4106902;CURITIBA;41
1427420;;11645;12;Medicina;1100304;VILHENA;11
1427431;UNIFESO;480;28;Nutrição;3305802;TERESOPOLIS;33
1427449;UNIBRA;4702;69;Tecnologia em Radiologia;2611606;RECIFE;26
1427453;UNIBRA;4702;55;Biomedicina;2611606;RECIFE;26
1427466;UFMA;548;6307;Engenharia Ambiental;2101400;BALSAS;21
1427556;UNIRB;2076;5710;Engenharia Civil;2927408;SALVADOR;29
1427560;UNICSUL;221;21;Arquitetura e Urbanismo;3550308;SAO PAULO;35
1427561;UNICSUL;221;55;Biomedicina;3550308;SAO PAULO;35
1427568;UNICSUL;221;5710;Engenharia Civil;3550308;SAO PAULO;35
1427569;UNICSUL;221;5806;Engenharia Elétrica;3550308;SAO PAULO;35
1427570;UNICSUL;221;5902;Engenharia Mecânica;3550308;SAO PAULO;35
1427572;UNICSUL;221;19;Farmácia;3550308;SAO PAULO;35
1427575;UNICSUL;221;28;Nutrição;3550308;SAO PAULO;35
1427585;UNICSUL;221;69;Tecnologia em Radiologia;3550308;SAO PAULO;35
1427608;UNIFRAN;496;21;Arquitetura e Urbanismo;3516200;FRANCA;35
1427610;UNICID;417;21;Arquitetura e Urbanismo;3550308;SAO PAULO;35
1427625;UNIFRAN;496;28;Nutrição;3516200;FRANCA;35
1427629;UNICID;417;28;Nutrição;3550308;SAO PAULO;35
1427655;UNICSUL;221;21;Arquitetura e Urbanismo;3550308;SAO PAULO;35
1427658;UNICSUL;221;28;Nutrição;3550308;SAO PAULO;35
1427682;;715;5710;Engenharia Civil;4106902;CURITIBA;41
1427704;IFNMG;3188;5806;Engenharia Elétrica;3143302;MONTES CLAROS;31
1427709;UNINGÁ;1430;55;Biomedicina;4115200;MARINGA;41
1427717;UNINGÁ;1430;6208;Engenharia de Produção;4115200;MARINGA;41
1427718;UNINGÁ;1430;5806;Engenharia Elétrica;4115200;MARINGA;41
1427720;UNINGÁ;1430;95;Tecnologia em Estética e Cosmética;4115200;MARINGA;41
1427721;UNINGÁ;1430;19;Farmácia;4115200;MARINGA;41
1427722;UNINGÁ;1430;27;Fonoaudiologia;4115200;MARINGA;41
1427723;UNINGÁ;1430;92;Tecnologia em Gestão Ambiental;4115200;MARINGA;41
1427733;UNINGÁ;1430;28;Nutrição;4115200;MARINGA;41
1427755;UNIPAR;437;21;Arquitetura e Urbanismo;4128104;UMUARAMA;41
1427758;UNIPAR;437;55;Biomedicina;4128104;UMUARAMA;41
1427760;UNIPAR;437;6307;Engenharia Ambiental;4128104;UMUARAMA;41
1427762;UNIPAR;437;17;Agronomia;4128104;UMUARAMA;41
1427764;UNIPAR;437;5710;Engenharia Civil;4128104;UMUARAMA;41
1427765;UNIPAR;437;5902;Engenharia Mecânica;4128104;UMUARAMA;41
1427766;UNIPAR;437;6411;Engenharia de Computação I;4128104;UMUARAMA;41
1427768;UNIPAR;437;5806;Engenharia Elétrica;4128104;UMUARAMA;41
1427770;UNIPAR;437;6008;Engenharia Química;4128104;UMUARAMA;41
1427771;UNIPAR;437;19;Farmácia;4128104;UMUARAMA;41
1427772;UNIPAR;437;36;Fisioterapia;4128104;UMUARAMA;41
1427773;UNIPAR;437;28;Nutrição;4128104;UMUARAMA;41
1427775;UNIPAR;437;95;Tecnologia em Estética e Cosmética;4128104;UMUARAMA;41
1428066;UDF;518;28;Nutrição;5300108;BRASILIA;53
1428199;USF;670;6411;Engenharia de Computação I;3507605;BRAGANCA PAULISTA;35
1428279;UNIPAR;437;6208;Engenharia de Produção;4128104;UMUARAMA;41
1428314;UNIPAR;437;92;Tecnologia em Gestão Ambiental;4128104;UMUARAMA;41
1428317;IFPA;1813;5710;Engenharia Civil;1506807;SANTAREM;15
1428323;USF;670;55;Biomedicina;3509502;CAMPINAS;35
1428325;IFPA;1813;6307;Engenharia Ambiental;1508100;TUCURUI;15
1428330;USF;670;5806;Engenharia Elétrica;3507605;BRAGANCA PAULISTA;35
1428352;USF;670;28;Nutrição;3509502;CAMPINAS;35
1428361;UNCISAL;32;6410;Tecnologia em Segurança no Trabalho;2704302;MACEIO;27
1428561;UNISANT'ANNA;456;27;Fonoaudiologia;3550308;SAO PAULO;35
1429137;UFN;426;69;Tecnologia em Radiologia;4316907;SANTA MARIA;43
1429141;Univeritas UNG;481;92;Tecnologia em Gestão Ambiental;3518800;GUARULHOS;35
1429318;FASTECH;22018;95;Tecnologia em Estética e Cosmética;5107909;SINOP;51
1429322;UNICID;417;95;Tecnologia em Estética e Cosmética;3550308;SAO PAULO;35
1429323;UNICSUL;221;95;Tecnologia em Estética e Cosmética;3550308;SAO PAULO;35
1429325;UNIFRAN;496;95;Tecnologia em Estética e Cosmética;3516200;FRANCA;35
1429482;UNIVAP;275;5;Medicina Veterinária;3549904;SAO JOSE DOS CAMPOS;35
1429920;FADERGS;2950;92;Tecnologia em Gestão Ambiental;4314902;PORTO ALEGRE;43
1429923;FADERGS;2950;91;Tecnologia em Gestão Hospitalar;4314902;PORTO ALEGRE;43
1429992;UNISALESIANO;4522;28;Nutrição;3527108;LINS;35
1430014;UNISAGRADO;137;5902;Engenharia Mecânica;3506003;BAURU;35
1430021;FACMAR;22917;5;Medicina Veterinária;3302700;MARICA;33
1430030;FACIGA;701;21;Arquitetura e Urbanismo;2606002;GARANHUNS;26
1430140;UNIJALES;1224;55;Biomedicina;3524808;JALES;35
1430211;UNILAVRAS;3372;5902;Engenharia Mecânica;3138203;LAVRAS;31
1430214;UNILAVRAS;3372;19;Farmácia;3138203;LAVRAS;31
1430241;UNIVATES;1041;6307;Engenharia Ambiental;4311403;LAJEADO;43
1430252;UNIVERSO;663;5806;Engenharia Elétrica;3304904;SAO GONCALO;33
1431642;UVA;165;6208;Engenharia de Produção;3304557;RIO DE JANEIRO;33
1431725;FECS;17355;91;Tecnologia em Gestão Hospitalar;3550308;SAO PAULO;35
1431773;IF Fluminense;1120;5806;Engenharia Elétrica;3302403;MACAE;33
1431837;;23163;28;Nutrição;3122306;DIVINOPOLIS;31
1431839;;23164;55;Biomedicina;3122306;DIVINOPOLIS;31
1431905;;23169;17;Agronomia;3131703;ITABIRA;31
1431911;;23172;28;Nutrição;3152501;POUSO ALEGRE;31
1431933;;23175;17;Agronomia;3152501;POUSO ALEGRE;31
1432718;;23176;28;Nutrição;3167202;SETE LAGOAS;31
1432919;;23177;28;Nutrição;5205109;CATALAO;52
1432920;;23178;55;Biomedicina;3167202;SETE LAGOAS;31
1434059;;23180;17;Agronomia;5205109;CATALAO;52
1434584;;5215;17;Agronomia;3511102;CATANDUVA;35
1435001;UNIFG;2023;21;Arquitetura e Urbanismo;2911709;GUANAMBI;29
1435002;UNIFG;2023;69;Tecnologia em Radiologia;2911709;GUANAMBI;29
1435031;;23201;55;Biomedicina;4208203;ITAJAI;42
1435045;;23202;5710;Engenharia Civil;4215802;SAO BENTO DO SUL;42
1436015;FATEC JBL;15753;92;Tecnologia em Gestão Ambiental;3524303;JABOTICABAL;35
1437099;;23241;5710;Engenharia Civil;3548708;SAO BERNARDO DO CAMPO;35
1437102;;23241;5806;Engenharia Elétrica;3548708;SAO BERNARDO DO CAMPO;35
1437361;;23264;95;Tecnologia em Estética e Cosmética;3118304;CONSELHEIRO LAFAIETE;31
1437362;;23264;6208;Engenharia de Produção;3118304;CONSELHEIRO LAFAIETE;31
1437363;;23264;55;Biomedicina;3118304;CONSELHEIRO LAFAIETE;31
1437424;;23273;95;Tecnologia em Estética e Cosmética;5211503;ITUMBIARA;52
1437426;;23273;55;Biomedicina;5211503;ITUMBIARA;52
1437463;;23275;17;Agronomia;3118304;CONSELHEIRO LAFAIETE;31
1438122;UNAR;125;28;Nutrição;3503307;ARARAS;35
1438255;UNA;344;36;Fisioterapia;3106200;BELO HORIZONTE;31
1438259;UNA;344;28;Nutrição;3106200;BELO HORIZONTE;31
1438261;UNA;344;36;Fisioterapia;3106200;BELO HORIZONTE;31
1438263;UNA;344;5806;Engenharia Elétrica;3106200;BELO HORIZONTE;31
1438267;UNA;344;19;Farmácia;3106200;BELO HORIZONTE;31
1438290;IESB;1060;55;Biomedicina;5300108;BRASILIA;53
1438292;IESB;1060;28;Nutrição;5300108;BRASILIA;53
1438297;Univeritas UNG;481;6008;Engenharia Química;3518800;GUARULHOS;35
1438312;SENACSP;3985;92;Tecnologia em Gestão Ambiental;3550308;SAO PAULO;35
1438417;UFSB;18812;6405;Engenharia Florestal;2914802;ITABUNA;29
1438424;IESB;1060;55;Biomedicina;5300108;BRASILIA;53
1438425;IESB;1060;19;Farmácia;5300108;BRASILIA;53
1438528;UniFavip Wyden;1775;91;Tecnologia em Gestão Hospitalar;2604106;CARUARU;26
1438529;UNIP;322;95;Tecnologia em Estética e Cosmética;3543402;RIBEIRAO PRETO;35
1438901;UNIPLAN;1446;95;Tecnologia em Estética e Cosmética;5300108;BRASILIA;53
1439008;Univeritas UNG;481;91;Tecnologia em Gestão Hospitalar;3518800;GUARULHOS;35
1439084;;23358;21;Arquitetura e Urbanismo;4208906;JARAGUA DO SUL;42
1439296;FARJ;16225;19;Farmácia;2906873;CAPIM GROSSO;29
1439297;FARJ;16225;23;Enfermagem;2906873;CAPIM GROSSO;29
1439370;FMO;20530;95;Tecnologia em Estética e Cosmética;3518701;GUARUJA;35
1439391;ESTÁCIO FARGS;1175;55;Biomedicina;4314902;PORTO ALEGRE;43
1439396;UNI SANTA CRUZ;1872;19;Farmácia;4106902;CURITIBA;41
1439399;FADBA;4531;28;Nutrição;2904902;CACHOEIRA;29
1439417;;2122;95;Tecnologia em Estética e Cosmética;2800308;ARACAJU;28
1439450;FARESI;18636;55;Biomedicina;2908408;CONCEICAO DO COITE;29
1439476;Estácio FAP;1403;28;Nutrição;1100189;PIMENTA BUENO;11
1439515;;1590;36;Fisioterapia;2111300;SAO LUIS;21
1439525;;1590;19;Farmácia;2111300;SAO LUIS;21
1439544;FacCidade;21675;23;Enfermagem;5201405;APARECIDA DE GOIANIA;52
1439795;FESCG;862;55;Biomedicina;5002704;CAMPO GRANDE;50
1439890;UNIARAGUAIA;1663;28;Nutrição;5208707;GOIANIA;52
1439908;UNIARAGUAIA;1663;95;Tecnologia em Estética e Cosmética;5208707;GOIANIA;52
1440029;UNIFIP;3304;5;Medicina Veterinária;2510808;PATOS;25
1440074;IMED;2383;6208;Engenharia de Produção;4314100;PASSO FUNDO;43
1440077;IMED;2383;5806;Engenharia Elétrica;4314100;PASSO FUNDO;43
1440086;IMED;2383;23;Enfermagem;4314100;PASSO FUNDO;43
1440096;UNIFAEL;1205;91;Tecnologia em Gestão Hospitalar;4113205;LAPA;41
1440199;CHRISFAPI;3042;6;Odontologia;2208403;PIRIPIRI;22
1440342;FAM;16898;19;Farmácia;1500107;ABAETETUBA;15
1440384;UNIFATECIE;4751;5;Medicina Veterinária;4118402;PARANAVAI;41
1440564;UniFavip Wyden;1775;5;Medicina Veterinária;2604106;CARUARU;26
1441027;UNINGÁ;1430;21;Arquitetura e Urbanismo;4115200;MARINGA;41
1441031;UNIFENAS;30;21;Arquitetura e Urbanismo;3101607;ALFENAS;31
1441048;FG;17662;55;Biomedicina;3507506;BOTUCATU;35
1441049;IFES;3869;36;Fisioterapia;2111300;SAO LUIS;21
1441052;IFES;3869;55;Biomedicina;2111300;SAO LUIS;21
1441054;FGT;16194;28;Nutrição;3505302;BARRA BONITA;35
1441059;UNIFATEC;4093;17;Agronomia;4106902;CURITIBA;41
1441065;FAZAG;2568;19;Farmácia;2932903;VALENCA;29
1441066;FAZAG;2568;28;Nutrição;2932903;VALENCA;29
1441088;FAPAR;2420;55;Biomedicina;4106902;CURITIBA;41
1441096;UNICEUG;763;55;Biomedicina;5208707;GOIANIA;52
1441142;IESFI;2086;55;Biomedicina;4108304;FOZ DO IGUACU;41
1441148;FAPAL;2148;55;Biomedicina;1721000;PALMAS;17
1441150;I.T.E.S.;1276;55;Biomedicina;3554102;TAUBATE;35
1441173;ESTÁCIO FMJ;1547;28;Nutrição;2307304;JUAZEIRO DO NORTE;23
1441174;UNIG;330;28;Nutrição;3302205;ITAPERUNA;33
1441175;Unifio;265;17;Agronomia;3534708;OURINHOS;35
1441190;UniCV;3649;92;Tecnologia em Gestão Ambiental;4115200;MARINGA;41
1441213;Una Divinopolis;19257;36;Fisioterapia;3122306;DIVINOPOLIS;31
1441221;Una Divinopolis;19257;6;Odontologia;3122306;DIVINOPOLIS;31
1441244;FPL;2513;6;Odontologia;4113700;LONDRINA;41
1441248;URI;423;5;Medicina Veterinária;4307005;ERECHIM;43
1441285;FTT-SBS;3691;36;Fisioterapia;4215802;SAO BENTO DO SUL;42
1441286;FTT-SBS;3691;5;Medicina Veterinária;4215802;SAO BENTO DO SUL;42
1441310;;14028;23;Enfermagem;3106705;BETIM;31
1441312;;14028;36;Fisioterapia;3106705;BETIM;31
1441315;;4766;36;Fisioterapia;3118601;CONTAGEM;31
1441316;;4766;5;Medicina Veterinária;3118601;CONTAGEM;31
1441317;;4766;6;Odontologia;3118601;CONTAGEM;31
1441319;Unaset;18454;36;Fisioterapia;3167202;SETE LAGOAS;31
1441367;UNINGÁ;1430;5710;Engenharia Civil;4115200;MARINGA;41
1441369;UNINGÁ;1430;6411;Engenharia de Computação I;4115200;MARINGA;41
1441394;UNINGÁ;1430;5902;Engenharia Mecânica;4115200;MARINGA;41
1441399;UEG;47;5;Medicina Veterinária;5220108;SAO LUIS DE MONTES BELOS;52
1441414;FPS;3615;6;Odontologia;2611606;RECIFE;26
1441447;;1590;6;Odontologia;2111300;SAO LUIS;21
1441456;Catalana;3319;21;Arquitetura e Urbanismo;5205109;CATALAO;52
1441460;Catalana;3319;5;Medicina Veterinária;5205109;CATALAO;52
1441491;FACBRAS;3204;95;Tecnologia em Estética e Cosmética;5107107;SAO JOSE DOS QUATRO MARCOS;51
1441521;CHRISFAPI;3042;28;Nutrição;2208403;PIRIPIRI;22
1441540;Multivix Cachoeiro;1970;28;Nutrição;3201209;CACHOEIRO DE ITAPEMIRIM;32
1441586;FACBRAS;4586;6;Odontologia;5218003;PORANGATU;52
1441587;FACBRAS;4586;36;Fisioterapia;5218003;PORANGATU;52
1441588;FACBRAS;4586;5;Medicina Veterinária;5218003;PORANGATU;52
1441590;FACBRAS;4586;95;Tecnologia em Estética e Cosmética;5218003;PORANGATU;52
1441607; UNIFACCAMP;1273;5;Medicina Veterinária;3509601;CAMPO LIMPO PAULISTA;35
1441616;FVS;19597;23;Enfermagem;2313401;TIANGUA;23
1441620;FASURGS;11429;36;Fisioterapia;4314100;PASSO FUNDO;43
1441625;;2402;69;Tecnologia em Radiologia;2927408;SALVADOR;29
1441739;;5107;28;Nutrição;4314902;PORTO ALEGRE;43
1441751;;5107;36;Fisioterapia;4314902;PORTO ALEGRE;43
1441840;ESTÁCIO BH;1509;6;Odontologia;3106200;BELO HORIZONTE;31
1441849;Estácio Bahia;1058;6;Odontologia;2927408;SALVADOR;29
1441850;Estácio Ceará;1107;6;Odontologia;2304400;FORTALEZA;23
1441876;UNIDOM - BOSCO;1487;6;Odontologia;4106902;CURITIBA;41
1441903;UNICSUM;2241;55;Biomedicina;3136702;JUIZ DE FORA;31
1441921;FIED;2466;6;Odontologia;2313401;TIANGUA;23
1441944;FAIP;4000;55;Biomedicina;3529005;MARILIA;35
1441963;;1777;5902;Engenharia Mecânica;4206504;GUARAMIRIM;42
1441982;;2755;23;Enfermagem;4202909;BRUSQUE;42
1441988;UNIBRASIL;3602;6;Odontologia;4106902;CURITIBA;41
1442052;FASB;1790;36;Fisioterapia;2931350;TEIXEIRA DE FREITAS;29
1442072;EDUVALE;1322;5;Medicina Veterinária;3504503;AVARE;35
1442124;UDESC;43;5710;Engenharia Civil;4206900;IBIRAMA;42
1442159;IFCE;1807;92;Tecnologia em Gestão Ambiental;2310209;PARACURU;23
1442187;FINAMA;21877;6;Odontologia;1501402;BELEM;15
1442189;FINAMA;21877;23;Enfermagem;1501402;BELEM;15
1442196;Una PousoAlegre;19865;5;Medicina Veterinária;3152501;POUSO ALEGRE;31
1442539;UNEMAT;719;5710;Engenharia Civil;5105259;LUCAS DO RIO VERDE;51
1442569;FSG;1427;92;Tecnologia em Gestão Ambiental;4305108;CAXIAS DO SUL;43
1442570;FSG;1427;6307;Engenharia Ambiental;4305108;CAXIAS DO SUL;43
1442582;FSG;1427;6411;Engenharia de Computação I;4305108;CAXIAS DO SUL;43
1442587;FSG;1427;21;Arquitetura e Urbanismo;4305108;CAXIAS DO SUL;43
